"","Name.ID","Name.Alias.es.","Vent.Sites","Activity","Maximum.Temperature","Max.Temperature.Category","Latitude","Longitude","Ocean","Region","National.Jurisdiction","Maximum.or.Single.Reported.Depth","Minimum.Depth","Tectonic.setting","Full.Spreading.Rate..mm.a.","Notes.on.Vent.Field.Description","Notes.Relevant.to.Biology","Year.and.How.Discovered..if.active..visual.confirmation.is.listed.first.","Discovery.References..text.","Other.References..text."
"682","SWIR, D57","","","active, inferred",NA,"",-52.224,13.738,"Indian","SWIR","high seas",3517,NA,"mid-ocean ridge",13.5,"Bach et al. (2002): ""Twenty-five out of thirty-eight dredge hauls recovered dominantly ultramafic rocks from between 11.5°E and 14.5°E. ""","","2000-2001 plume and dredge only","Bach et al., 2002, Geochem. Geophys. Geosyst. 3, Discovery of ancient and active hydrothermal systems along the ultra-slow spreading Southwest Indian Ridge 10°-16°E, doi:10.1029/2001GC000279.","Baker et al., 2004, Geochem. Geophys. Geosyst, 5, Q08002, Hydrothermal venting in magma deserts: The ultraslow-spreading Gakkel and Southwest Indian Ridges, doi:10.1029/2004GC000712."
"683","SWIR, D62","","","active, inferred",NA,"",-52.253,15.103,"Indian","SWIR","high seas",3990,NA,"mid-ocean ridge",13.6,"","","2000-2001 plume and dredge only","Bach et al., 2002, Geochem. Geophys. Geosyst. 3, Discovery of ancient and active hydrothermal systems along the ultra-slow spreading Southwest Indian Ridge 10°-16°E, doi:10.1029/2001GC000279.","Baker et al., 2004, Geochem. Geophys. Geosyst, 5, Q08002, Hydrothermal venting in magma deserts: The ultraslow-spreading Gakkel and Southwest Indian Ridges, doi:10.1029/2004GC000712."
"684","SWIR, D50B","","","active, inferred",NA,"",-52.42,12.748,"Indian","SWIR","high seas",3913,NA,"mid-ocean ridge",13.5,"Bach et al. (2002): ""Twenty-five out of thirty-eight dredge hauls recovered dominantly ultramafic rocks from between 11.5°E and 14.5°E. ""","","2000-2001 plume and dredge only","Bach et al., 2002, Geochem. Geophys. Geosyst. 3, Discovery of ancient and active hydrothermal systems along the ultra-slow spreading Southwest Indian Ridge 10°-16°E, doi:10.1029/2001GC000279.","Baker et al., 2004, Geochem. Geophys. Geosyst, 5, Q08002, Hydrothermal venting in magma deserts: The ultraslow-spreading Gakkel and Southwest Indian Ridges, doi:10.1029/2004GC000712."
"685","SWIR, D54","","","active, inferred",NA,"",-52.437,13.312,"Indian","SWIR","high seas",4029,NA,"mid-ocean ridge",13.5,"Bach et al. (2002): ""We found the clearest hydrothermal plume signal between Dredges 53 and 56..."", ""If our deductions regarding the location of the apparent venting on the rift valley wall are correct, hydrothermal circulation here occurs far from any volcanic structures on the floor of the axial valley. We suggest instead that ultramafic rocks likely host the active hydrothermal system here, although a relationship to localized basaltic volcanism cannot be ruled out."", ""Twenty-five out of thirty-eight dredge hauls recovered dominantly ultramafic rocks from between 11.5°E and 14.5°E. ""","","2000-2001 plume and dredge only","Bach et al., 2002, Geochem. Geophys. Geosyst. 3, Discovery of ancient and active hydrothermal systems along the ultra-slow spreading Southwest Indian Ridge 10°-16°E, doi:10.1029/2001GC000279.","Baker et al., 2004, Geochem. Geophys. Geosyst, 5, Q08002, Hydrothermal venting in magma deserts: The ultraslow-spreading Gakkel and Southwest Indian Ridges, doi:10.1029/2004GC000712."
"686","SWIR, D9B","","","active, inferred",NA,"",-52.707,18.817,"Indian","SWIR","high seas",3931,NA,"mid-ocean ridge",13.7,"","","2000-2001 plume and dredge only","Baker et al., 2004, Geochem. Geophys. Geosyst, 5, Q08002, Hydrothermal venting in magma deserts: The ultraslow-spreading Gakkel and Southwest Indian Ridges, doi:10.1029/2004GC000712.",""
"687","SWIR, D36","","","active, inferred",NA,"",-52.749,11.711,"Indian","SWIR","high seas",3981,NA,"mid-ocean ridge",13.5,"Bach et al. (2002): ""Dredge 36, which recovered basalt pillow lavas from an axial ridge at the western end of the segment, showed a strong above-bottom NTU anomaly and a corresponding increase in . This setting is analogous to axial volcanic ridges that support hydrothermal venting on other slow-spreading ridges""","","2000-2001 plume and dredge only","Bach et al., 2002, Geochem. Geophys. Geosyst. 3, Discovery of ancient and active hydrothermal systems along the ultra-slow spreading Southwest Indian Ridge 10°-16°E, doi:10.1029/2001GC000279.","Baker et al., 2004, Geochem. Geophys. Geosyst, 5, Q08002, Hydrothermal venting in magma deserts: The ultraslow-spreading Gakkel and Southwest Indian Ridges, doi:10.1029/2004GC000712."
"688","SWIR, D20","","","active, inferred",NA,"",-53.02,22.188,"Indian","SWIR","high seas",4170,NA,"mid-ocean ridge",13.8,"","","2000-2001 plume and dredge only","Baker et al., 2004, Geochem. Geophys. Geosyst, 5, Q08002, Hydrothermal venting in magma deserts: The ultraslow-spreading Gakkel and Southwest Indian Ridges, doi:10.1029/2004GC000712.",""
"689","New World Seamount","","","active, inferred",NA,"",-2.8333,152.5333,"S. Pacific","Tabar-Feni Arc","Papua New Guinea",1200,NA,"arc volcano",NA,"2000 cruise FR04/00: ""Here, we systematically assessed a 225-km section of the New Ireland fore-arc extending linearly from east of Feni Island to west of Lihir Island (see location figure). Despite sampling near sites inferred to be hydrothermally active based on previous surveys (e.g., Edison and New World seamounts), we found no clear evidence from our sensors or onboard determinations for active hydrothermal discharge anywhere within the New Ireland basin study region."" (http://www.marine.csiro.au/nationalfacility/franklin/plans/2001/fr04_00s.html); submarine volcano in rifted forearc, New Ireland Fore-Arc Basin","","2000 or earlier (cruise FR04/00 implies that they already suspected hydrothermal activity); 1994 seamount discovered","NEED CITATION.","2000 cruise FR04/00 ""Project SHAARC: Investigation of Submarine, Hydrothermally Active Arc Volcanoes in the Tabar-Lihir-Tanga-Feni Island and Solomon Island Chains"" (http://www.marine.csiro.au/nationalfacility/franklin/plans/2001/fr04_00s.html)."
"690","Luise Harbor, Lihir Island","","","active, confirmed",96,"",-3.1167,152.65,"S. Pacific","Tabar-Feni Arc","Papua New Guinea",30,0,"arc volcano",NA,"volcanic island in rifted fore-arc; Pichler and Humphrey (2001): ""Focused, vigorous discharge of gas from vent orifices, 20-50 cm in diameter, was observed at six locations. A possible discharge of clear liquid associated with the gases is inferred from observations of shimmering above vent orifices. ... Temperatures at the point of discharge range from 60 to 96 C. Sites of gas exhalation are marked by small funnel-shaped indentations (i.e., conical depressions) in the sandy bottom. ... Two types of hydrothermal precipitates are predominant around the submarine vents: (1) Fe-sulfides... and (2) dolomite""","NotProvided","1990 or earlier","[Moyle A J, Doyle B J, Hoogvliet H, Ware A R, 1990, Ladolam gold deposit, Lihir Island, in Hughes FE (Ed.), 1990 Geology of the Mineral Deposits of Australia & Papua New Guinea The AusIMM, Melbourne   Mono 14, v2 pp 1793-1805.]","Pichler et al. (1999) Fe sulfide formation due to seawater-gas-sediment interaction in a shallow-water hydrothermal system at Lihir Island, Papua New Guinea. Economic Geology 94: 281-288, Pichler and Humphrey (2001) FORMATION OF DOLOMITE IN RECENT ISLAND-ARC SEDIMENTS DUE TO GAS–SEAWATER–SEDIMENT INTERACTION. JOURNAL OF SEDIMENTARY RESEARCH, VOL. 71, NO. 3, P. 394–399."
"691","Conical Seamount","","","inactive",NA,"NotApplicable",-3.25,152.66,"S. Pacific","Tabar-Feni Arc","Papua New Guinea",1050,NA,"arc volcano",NA,"Herzig et al. (1998): ""Camera surveys…revealed widespread but discontinuous patches of stained sediment, suggesting that low-temperature diffuse hydrothermal vents were formerly active near the summit of the volcano""; note: Nautilus Minerals has tenements at Conical Seamount; submarine volcano in rifted forearc, New Ireland Fore-Arc Basin; Petersen et al. (2005): ""Drilling at Conical Seamount significantly extends the known surface extent of the previously discovered vein-style gold mineralization (up to 230 g/t Au) at this site""; Herzig et al. (2003): ""Gold-rich polymetallic vein mineralisation occurs in an outer zone of this area while arsenic sulphides together with abundant amorphous silica are found at the margins. More than 1200 kg of mineralized rock were recovered in 1998, consisting of stockworks and disseminated sulphides with gold concentrations locally reaching up to 230 g/t""","NotProvided","1998 TV grab survey determined inactive","[Herzig, P.M. and M. D. Hannington (1995) Hydrothermal activity, vent fauna, and submarine gold mineralization at alkaline fore-arc seamounts near Lihir Island, Papua New Guinea. Proceedings Pacific Rim Congress 1995, Australasian Institute of Mining and Metallurgy, 279-284], (inactive) Herzig et al. (1998) Petrology, gold mineralization and biological communities at shallow submarine volcanoes of the New Ireland Fore-Arc (Papua New Guinea): Preliminary results of R/V Sonne cruise SO-133. InterRidge News 7(2): 34-38.","Herzig et al. (2003) Shallow drilling of seafloor hydrothermal systems using R/V Sonne and the BGS Rockdrill: Conical Seamount (New Ireland Fore-Arc) and Pacmanus (Eastern Manus Basin), Papua New Guinea. InterRidge News 12(1): 22-26, [Gemmell et al. (2004) Sulfur Isotope Evidence for Magmatic Contributions to Submarine and Subaerial Gold Mineralization: Conical Seamount and the Ladolam Gold Deposit, Papua New Guinea. Economic Geology 99: 1711-1725, DOI: 10.2113/99.8.1711], Petersen et al. (2005) Shallow drilling of seafloor hydrothermal systems using the BGS rockdrill: Conical seamount (New Ireland fore-arc) and PACMANUS (Eastern Manus Basin), Papua New Guinea. Marine Georesources and Geotechnology 23: 175-193."
"692","Edison Seamount","","Mussel Cliff, North Field Clam Bed, South Field Clam Bed","active, inferred",NA,"",-3.31,152.58,"S. Pacific","Tabar-Feni Arc","Papua New Guinea",1450,NA,"arc volcano",NA,"two distinct areas of venting, 100-200 m in diameter, high H2S content but no sulfide deposits, strong CH4 anomalies, low temperature; note: vent list in Gebruk (2002) textbook also includes ""Mussel Cliff"" just to the east of Edison Seamount; Herzig et al. (1998) and Stecher et al. (2003) suggest that this site is a ""blur"" between hydrothermal and cold seep site; listed as unconfirmed because no temperature measurement provided in refs; submarine volcano in rifted forearc, New Ireland Fore-Arc Basin","Vesicomyidae, worms, gastropods, galatheids, shrimps, actinians; see Herzig et al. (1998)","1994 and 1998 TV grab sampling did not confirm hydrothermal activity","[Herzig, P.M. and M. D. Hannington (1995) Hydrothermal activity, vent fauna, and submarine gold mineralization at alkaline fore-arc seamounts near Lihir Island, Papua New Guinea. Proceedings Pacific Rim Congress 1995, Australasian Institute of Mining and Metallurgy, 279-284].","Herzig et al. (1998) Petrology, gold mineralization and biological communities at shallow submarine volcanoes of the New Ireland Fore-Arc (Papua New Guinea): Preliminary results of R/V Sonne cruise SO-133. InterRidge News 7(2): 34-38, Schmidt et al. (2002) Seeping hydrocarbons and related carbonate mineralisations in sediments south of Lihir Island (New Ireland fore arc basin, Papua New Guinea). Chemical Geology 186: 249-264, Stecher et al (2003) Population characteristics of abundant bivalves (Mollusca, Vesicomyidae) at a sulphide-rich seafloor site near Lihir Island, Papua New Guinea. Can. J. Zool. 81: 1815-1824."
"693","Tutum Bay, Ambitle Island","","Waramung","active, confirmed",98,"",-4.0833,153.55,"S. Pacific","Tabar-Feni Arc","Papua New Guinea",10,5,"arc volcano",NA,"hydrothermal venting within coral reef; Waramung is one of the on-shore hot springs; Pichler et al. (1999): ""Submarine hydrothermal venting occurs at Tutum Bay approximately 150 m offshore from Ambitle Island in 5-10 m water depth (Fig. 1). Two types of venting are observed. (1) Focused discharge of a clear, hydrothermal fluid occurs at discrete ports, 5-15 cm in diameter. Fluid temperatures at vent orifices are between 89 and 98 C and discharge rates are as high as 400 L/min. (2) Dispersed or diffuse discharge consists of hydrothermal fluids and streams of gas bubbles (94–98% CO2) emerging directly through the sandy to pebbly unconsolidated sediment and through fractures in volcanic rocks.""; ""hydrothermal fluids are of meteoric origin""; ""The site is located along a fault trace that intersects several of the on-land geothermal areas.""; volcanic island in rifted fore-arc","NotProvided","1996 or earlier, likely by SCUBA","[Licence et al. (1987) Epithermal gold mineralization, Ambitle Island, Papua New Guinea. Pacific Rim Congress '87. Australasian Institute of Mining and Metallurgy, Gold Coast, Queensland, pp. 273-278.], Pichler and Dix (1996) Hydrothermal venting within a coral reef ecosystem, Ambitle Island, Papua New Guinea. Geology 24: 435-438.","Pichler et al. (1999) The chemical composition of shallow-water hydrothermal fluids in Tutum Bay, Ambitle Island, Papua New Guinea and their effect on ambient seawater. Marine Chemistry 64: 229-252, Price and Pichler (2005) Distribution, speciation and bioavailability of arsenic in a shallow-water submarine hydrothermal system, Tutum Bay, Ambitle Island, PNG. Chemical Geology 224:122-135."
"694","White Island","","","active, confirmed",NA,"Low",-37.5191,177.1953,"S. Pacific","Taupo Volcanic Zone","New Zealand",30,10,"back-arc spreading center",9.2,"Sarano et al. (1989): ""Submarine hot springs also discharge around the island at 10 to 30 m depth, particularly to the east and northwest""; Stoffers et al. (1999): ""Near-shore hot springs at Whale Island and White Island occur in relatively shallow water (","","1989 or earlier, likely SCUBA","NotProvided","Sarano,  F. et al. (1989) Preliminary observations of submarine geothermal activity in the vicinity of White Island Volcano, Taupo Volcanic Zone, New Zealand, Journal of the Royal Society of New Zealand, 19:4, 449-459, DOI:10.1080/03036758.1989.10421847., Stoffers et al. (1999) Elemental mercury at submarine hydrothermal vents in the Bay of Plenty, Taupo volcanic zone, New Zealand. Geology 27: 931-934."
"695","Calypso Vents","","Calypso Vents (= Northern Vent Area), Whakatane Graben","active, confirmed",200,"",-37.68,177.117,"S. Pacific","Taupo Volcanic Zone","New Zealand",200,150,"back-arc spreading center",9.2,"in Bay of Plenty, between Whale Island and White Island, northern New Zealand; Whakatane Graben [note: do not confuse with Whakatane Seamount (inactive)]; Stoffers et al. (1999): ""discovery of active mercury-depositing hot springs in a submarine setting, at nearly 200 m water depth, within the offshore extension of the Taupo volcanic zone of New Zealand""; Petersen lists ""rifting of magmatic arc""; Rotorua-Taupo graben; Hannington et al. (2005) lists as ""Arc volcano, flanking rift""; Whakatane Graben site discovered in 1998 submersible JAGO","includes siboglinid worms (Kamenev et al. 1993)","1989 submersible Soucoup","(bubbles only) Duncan and Pantin (1969) EVIDENCE FOR SUBMARINE GEOTHERMAL ACTIVITY IN THE BAY OF PLENTY. N.Z. Jl mar. Freshwat. Res. 3: 602-6, Sarano, P., et al., 1989, Preliminary observations of submarine geothermal activity in the vicinity of White Island volcano, Taupo Volcanic zone: New Zealand: Journal of the Royal Society of New Zealand, v. 19, p. 449–459, Stoffers et al., 1999, Longitudinal transect of the Kermadec-Havre Arc-Back-Arc System: Initial results of R/V Sonne Cruise SO-135, InterRidge News 8(1), 45-50.","Kamenev, G.M., et al., (1993) Composition and distribution of macro- and meiobenthos around sublittoral hydrothermal vents in the Bay of Plenty, New Zealand. N.Z. J. Mar. Freshwater Res. 27, 407-418, Stoffers et al. (1999) Elemental mercury at submarine hydrothermal vents in the Bay of Plenty, Taupo volcanic zone, New Zealand. Geology 27: 931-934., Schwarz-Schampera, U., et al. (2007) Cruise Report SONNE 192/2, MANGO, Marine Geoscientific Research on Input and Output in the Tonga-Kermadec Subduction Zone (http://epic.awi.de/21725/1/Sch2010f.pdf)"
